"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"LEGS","May 20, 2026, 1:37 PM","May 20, 2026, 2:15 PM","","Standing Calf Raise",,"",0,"normal",,12,,,
"LEGS","May 20, 2026, 1:37 PM","May 20, 2026, 2:15 PM","","Standing Calf Raise",,"",1,"normal",,12,,,
"LEGS","May 20, 2026, 1:37 PM","May 20, 2026, 2:15 PM","","Standing Calf Raise",,"",2,"normal",,12,,,
"LEGS","May 20, 2026, 1:37 PM","May 20, 2026, 2:15 PM","","Seated Calf Raise",,"",0,"normal",35,12,,,
"LEGS","May 20, 2026, 1:37 PM","May 20, 2026, 2:15 PM","","Seated Calf Raise",,"",1,"normal",35,12,,,
"LEGS","May 20, 2026, 1:37 PM","May 20, 2026, 2:15 PM","","Seated Calf Raise",,"",2,"normal",35,12,,,
"PULL","May 19, 2026, 12:34 PM","May 19, 2026, 1:12 PM","","Bent Over Row (Barbell)",,"",0,"normal",35,10,,,
"PULL","May 19, 2026, 12:34 PM","May 19, 2026, 1:12 PM","","Bent Over Row (Barbell)",,"",1,"normal",35,10,,,
"PULL","May 19, 2026, 12:34 PM","May 19, 2026, 1:12 PM","","Bent Over Row (Barbell)",,"",2,"normal",35,10,,,
"PULL","May 19, 2026, 12:34 PM","May 19, 2026, 1:12 PM","","Lat Pulldown (Cable)",,"",0,"normal",35,12,,,
"PULL","May 19, 2026, 12:34 PM","May 19, 2026, 1:12 PM","","Lat Pulldown (Cable)",,"",1,"normal",35,10,,,
"PULL","May 19, 2026, 12:34 PM","May 19, 2026, 1:12 PM","","Lat Pulldown (Cable)",,"",2,"normal",35,10,,,
"PULL","May 19, 2026, 12:34 PM","May 19, 2026, 1:12 PM","","Chest Supported Incline Row (Dumbbell)",,"",0,"normal",12,10,,,
"PULL","May 19, 2026, 12:34 PM","May 19, 2026, 1:12 PM","","Chest Supported Incline Row (Dumbbell)",,"",1,"normal",12,10,,,
"PULL","May 19, 2026, 12:34 PM","May 19, 2026, 1:12 PM","","Chest Supported Incline Row (Dumbbell)",,"",2,"normal",12,8,,,
"PULL","May 19, 2026, 12:34 PM","May 19, 2026, 1:12 PM","","Bicep Curl (Barbell)",,"",0,"normal",25,10,,,
"PULL","May 19, 2026, 12:34 PM","May 19, 2026, 1:12 PM","","Bicep Curl (Barbell)",,"",1,"normal",25,10,,,
"PULL","May 19, 2026, 12:34 PM","May 19, 2026, 1:12 PM","","Bicep Curl (Barbell)",,"",2,"normal",25,8,,,
"PULL","May 19, 2026, 12:34 PM","May 19, 2026, 1:12 PM","","Face Pull",,"",0,"normal",10,12,,,
"PULL","May 19, 2026, 12:34 PM","May 19, 2026, 1:12 PM","","Face Pull",,"",1,"normal",12.5,10,,,
"PULL","May 19, 2026, 12:34 PM","May 19, 2026, 1:12 PM","","Face Pull",,"",2,"normal",12.5,10,,,
"PUSH","May 18, 2026, 1:35 PM","May 18, 2026, 2:18 PM","","Incline Bench Press (Barbell)",,"",0,"normal",35,12,,,
"PUSH","May 18, 2026, 1:35 PM","May 18, 2026, 2:18 PM","","Incline Bench Press (Barbell)",,"",1,"normal",37.5,10,,,
"PUSH","May 18, 2026, 1:35 PM","May 18, 2026, 2:18 PM","","Incline Bench Press (Barbell)",,"",2,"normal",37.5,10,,,
"PUSH","May 18, 2026, 1:35 PM","May 18, 2026, 2:18 PM","","Shoulder Press (Dumbbell)",,"",0,"normal",24,12,,,
"PUSH","May 18, 2026, 1:35 PM","May 18, 2026, 2:18 PM","","Shoulder Press (Dumbbell)",,"",1,"normal",24,12,,,
"PUSH","May 18, 2026, 1:35 PM","May 18, 2026, 2:18 PM","","Shoulder Press (Dumbbell)",,"",2,"normal",24,9,,,
"PUSH","May 18, 2026, 1:35 PM","May 18, 2026, 2:18 PM","","Bench Press (Dumbbell)",,"",0,"normal",28,10,,,
"PUSH","May 18, 2026, 1:35 PM","May 18, 2026, 2:18 PM","","Bench Press (Dumbbell)",,"",1,"normal",28,8,,,
"PUSH","May 18, 2026, 1:35 PM","May 18, 2026, 2:18 PM","","Bench Press (Dumbbell)",,"",2,"normal",28,8,,,
"PUSH","May 18, 2026, 1:35 PM","May 18, 2026, 2:18 PM","","Lateral Raise (Dumbbell)",,"",0,"normal",5,12,,,
"PUSH","May 18, 2026, 1:35 PM","May 18, 2026, 2:18 PM","","Lateral Raise (Dumbbell)",,"",1,"normal",5,12,,,
"PUSH","May 18, 2026, 1:35 PM","May 18, 2026, 2:18 PM","","Lateral Raise (Dumbbell)",,"",2,"normal",5,12,,,
"PUSH","May 18, 2026, 1:35 PM","May 18, 2026, 2:18 PM","","Skullcrusher (Dumbbell)",,"",0,"normal",7.5,12,,,
"PUSH","May 18, 2026, 1:35 PM","May 18, 2026, 2:18 PM","","Skullcrusher (Dumbbell)",,"",1,"normal",10,10,,,
"PUSH","May 18, 2026, 1:35 PM","May 18, 2026, 2:18 PM","","Skullcrusher (Dumbbell)",,"",2,"normal",10,8,,,
"PUSH","May 15, 2026, 1:09 PM","May 15, 2026, 1:53 PM","","Incline Bench Press (Barbell)",,"",0,"normal",35,12,,,
"PUSH","May 15, 2026, 1:09 PM","May 15, 2026, 1:53 PM","","Incline Bench Press (Barbell)",,"",1,"normal",35,12,,,
"PUSH","May 15, 2026, 1:09 PM","May 15, 2026, 1:53 PM","","Incline Bench Press (Barbell)",,"",2,"normal",35,12,,,
"PUSH","May 15, 2026, 1:09 PM","May 15, 2026, 1:53 PM","","Shoulder Press (Dumbbell)",,"",0,"normal",24,12,,,
"PUSH","May 15, 2026, 1:09 PM","May 15, 2026, 1:53 PM","","Shoulder Press (Dumbbell)",,"",1,"normal",24,11,,,
"PUSH","May 15, 2026, 1:09 PM","May 15, 2026, 1:53 PM","","Shoulder Press (Dumbbell)",,"",2,"normal",24,10,,,
"PUSH","May 15, 2026, 1:09 PM","May 15, 2026, 1:53 PM","","Bench Press (Dumbbell)",,"",0,"normal",24,12,,,
"PUSH","May 15, 2026, 1:09 PM","May 15, 2026, 1:53 PM","","Bench Press (Dumbbell)",,"",1,"normal",24,12,,,
"PUSH","May 15, 2026, 1:09 PM","May 15, 2026, 1:53 PM","","Bench Press (Dumbbell)",,"",2,"normal",24,12,,,
"PUSH","May 15, 2026, 1:09 PM","May 15, 2026, 1:53 PM","","Lateral Raise (Dumbbell)",,"",0,"normal",5,12,,,
"PUSH","May 15, 2026, 1:09 PM","May 15, 2026, 1:53 PM","","Lateral Raise (Dumbbell)",,"",1,"normal",5,12,,,
"PUSH","May 15, 2026, 1:09 PM","May 15, 2026, 1:53 PM","","Lateral Raise (Dumbbell)",,"",2,"normal",5,12,,,
"PUSH","May 15, 2026, 1:09 PM","May 15, 2026, 1:53 PM","","Skullcrusher (Dumbbell)",,"",0,"normal",7.5,12,,,
"PUSH","May 15, 2026, 1:09 PM","May 15, 2026, 1:53 PM","","Skullcrusher (Dumbbell)",,"",1,"normal",7.5,12,,,
"PUSH","May 15, 2026, 1:09 PM","May 15, 2026, 1:53 PM","","Skullcrusher (Dumbbell)",,"",2,"normal",7.5,12,,,
"LEGS","May 14, 2026, 1:36 PM","May 14, 2026, 2:21 PM","","Squat (Barbell)",,"",0,"normal",20,10,,,
"LEGS","May 14, 2026, 1:36 PM","May 14, 2026, 2:21 PM","","Squat (Barbell)",,"",1,"normal",20,10,,,
"LEGS","May 14, 2026, 1:36 PM","May 14, 2026, 2:21 PM","","Squat (Barbell)",,"",2,"normal",20,10,,,
"LEGS","May 14, 2026, 1:36 PM","May 14, 2026, 2:21 PM","","Bulgarian Split Squat",,"",0,"normal",5,10,,,
"LEGS","May 14, 2026, 1:36 PM","May 14, 2026, 2:21 PM","","Bulgarian Split Squat",,"",1,"normal",5,10,,,
"LEGS","May 14, 2026, 1:36 PM","May 14, 2026, 2:21 PM","","Bulgarian Split Squat",,"",2,"normal",5,10,,,
"LEGS","May 14, 2026, 1:36 PM","May 14, 2026, 2:21 PM","","Standing Calf Raise",,"",0,"normal",,12,,,
"LEGS","May 14, 2026, 1:36 PM","May 14, 2026, 2:21 PM","","Standing Calf Raise",,"",1,"normal",,12,,,
"LEGS","May 14, 2026, 1:36 PM","May 14, 2026, 2:21 PM","","Standing Calf Raise",,"",2,"normal",,12,,,
"LEGS","May 14, 2026, 1:36 PM","May 14, 2026, 2:21 PM","","Seated Calf Raise",,"",0,"normal",35,12,,,
"LEGS","May 14, 2026, 1:36 PM","May 14, 2026, 2:21 PM","","Seated Calf Raise",,"",1,"normal",35,12,,,
"LEGS","May 14, 2026, 1:36 PM","May 14, 2026, 2:21 PM","","Seated Calf Raise",,"",2,"normal",35,10,,,
"PULL","May 12, 2026, 12:54 PM","May 12, 2026, 1:34 PM","","Bent Over Row (Barbell)",,"",0,"normal",30,12,,,
"PULL","May 12, 2026, 12:54 PM","May 12, 2026, 1:34 PM","","Bent Over Row (Barbell)",,"",1,"normal",32.5,10,,,
"PULL","May 12, 2026, 12:54 PM","May 12, 2026, 1:34 PM","","Bent Over Row (Barbell)",,"",2,"normal",32.5,10,,,
"PULL","May 12, 2026, 12:54 PM","May 12, 2026, 1:34 PM","","Lat Pulldown (Cable)",,"",0,"normal",30,12,,,
"PULL","May 12, 2026, 12:54 PM","May 12, 2026, 1:34 PM","","Lat Pulldown (Cable)",,"",1,"normal",35,10,,,
"PULL","May 12, 2026, 12:54 PM","May 12, 2026, 1:34 PM","","Lat Pulldown (Cable)",,"",2,"normal",35,6,,,
"PULL","May 12, 2026, 12:54 PM","May 12, 2026, 1:34 PM","","Chest Supported Incline Row (Dumbbell)",,"",0,"normal",12,10,,,
"PULL","May 12, 2026, 12:54 PM","May 12, 2026, 1:34 PM","","Chest Supported Incline Row (Dumbbell)",,"",1,"normal",12,8,,,
"PULL","May 12, 2026, 12:54 PM","May 12, 2026, 1:34 PM","","Chest Supported Incline Row (Dumbbell)",,"",2,"normal",12,8,,,
"PULL","May 12, 2026, 12:54 PM","May 12, 2026, 1:34 PM","","Bicep Curl (Barbell)",,"",0,"normal",25,10,,,
"PULL","May 12, 2026, 12:54 PM","May 12, 2026, 1:34 PM","","Bicep Curl (Barbell)",,"",1,"normal",25,8,,,
"PULL","May 12, 2026, 12:54 PM","May 12, 2026, 1:34 PM","","Bicep Curl (Barbell)",,"",2,"normal",25,8,,,
"PULL","May 12, 2026, 12:54 PM","May 12, 2026, 1:34 PM","","Face Pull",,"",0,"normal",10,12,,,
"PULL","May 12, 2026, 12:54 PM","May 12, 2026, 1:34 PM","","Face Pull",,"",1,"normal",10,12,,,
"PULL","May 12, 2026, 12:54 PM","May 12, 2026, 1:34 PM","","Face Pull",,"",2,"normal",10,12,,,
"PUSH","May 11, 2026, 1:15 PM","May 11, 2026, 1:55 PM","","Incline Bench Press (Barbell)",,"",0,"normal",35,12,,,
"PUSH","May 11, 2026, 1:15 PM","May 11, 2026, 1:55 PM","","Incline Bench Press (Barbell)",,"",1,"normal",35,10,,,
"PUSH","May 11, 2026, 1:15 PM","May 11, 2026, 1:55 PM","","Incline Bench Press (Barbell)",,"",2,"normal",35,8,,,
"PUSH","May 11, 2026, 1:15 PM","May 11, 2026, 1:55 PM","","Shoulder Press (Dumbbell)",,"",0,"normal",24,10,,,
"PUSH","May 11, 2026, 1:15 PM","May 11, 2026, 1:55 PM","","Shoulder Press (Dumbbell)",,"",1,"normal",24,10,,,
"PUSH","May 11, 2026, 1:15 PM","May 11, 2026, 1:55 PM","","Shoulder Press (Dumbbell)",,"",2,"normal",24,10,,,
"PUSH","May 11, 2026, 1:15 PM","May 11, 2026, 1:55 PM","","Bench Press (Dumbbell)",,"",0,"normal",24,12,,,
"PUSH","May 11, 2026, 1:15 PM","May 11, 2026, 1:55 PM","","Bench Press (Dumbbell)",,"",1,"normal",24,12,,,
"PUSH","May 11, 2026, 1:15 PM","May 11, 2026, 1:55 PM","","Bench Press (Dumbbell)",,"",2,"normal",24,10,,,
"PUSH","May 11, 2026, 1:15 PM","May 11, 2026, 1:55 PM","","Lateral Raise (Dumbbell)",,"",0,"normal",5,12,,,
"PUSH","May 11, 2026, 1:15 PM","May 11, 2026, 1:55 PM","","Lateral Raise (Dumbbell)",,"",1,"normal",5,12,,,
"PUSH","May 11, 2026, 1:15 PM","May 11, 2026, 1:55 PM","","Lateral Raise (Dumbbell)",,"",2,"normal",5,12,,,
"PUSH","May 11, 2026, 1:15 PM","May 11, 2026, 1:55 PM","","Skullcrusher (Dumbbell)",,"",0,"normal",10,10,,,
"PUSH","May 11, 2026, 1:15 PM","May 11, 2026, 1:55 PM","","Skullcrusher (Dumbbell)",,"",1,"normal",10,8,,,
"PUSH","May 11, 2026, 1:15 PM","May 11, 2026, 1:55 PM","","Skullcrusher (Dumbbell)",,"",2,"normal",10,6,,,
"PUSH","May 8, 2026, 1:27 PM","May 8, 2026, 2:12 PM","","Incline Bench Press (Barbell)",,"",0,"normal",30,12,,,
"PUSH","May 8, 2026, 1:27 PM","May 8, 2026, 2:12 PM","","Incline Bench Press (Barbell)",,"",1,"normal",30,12,,,
"PUSH","May 8, 2026, 1:27 PM","May 8, 2026, 2:12 PM","","Incline Bench Press (Barbell)",,"",2,"normal",30,12,,,
"PUSH","May 8, 2026, 1:27 PM","May 8, 2026, 2:12 PM","","Shoulder Press (Dumbbell)",,"",0,"normal",20,10,,,
"PUSH","May 8, 2026, 1:27 PM","May 8, 2026, 2:12 PM","","Shoulder Press (Dumbbell)",,"",1,"normal",20,10,,,
"PUSH","May 8, 2026, 1:27 PM","May 8, 2026, 2:12 PM","","Shoulder Press (Dumbbell)",,"",2,"normal",20,10,,,
"PUSH","May 8, 2026, 1:27 PM","May 8, 2026, 2:12 PM","","Bench Press (Dumbbell)",,"",0,"normal",24,10,,,
"PUSH","May 8, 2026, 1:27 PM","May 8, 2026, 2:12 PM","","Bench Press (Dumbbell)",,"",1,"normal",24,10,,,
"PUSH","May 8, 2026, 1:27 PM","May 8, 2026, 2:12 PM","","Bench Press (Dumbbell)",,"",2,"normal",24,12,,,
"PUSH","May 8, 2026, 1:27 PM","May 8, 2026, 2:12 PM","","Lateral Raise (Dumbbell)",,"",0,"normal",5,12,,,
"PUSH","May 8, 2026, 1:27 PM","May 8, 2026, 2:12 PM","","Lateral Raise (Dumbbell)",,"",1,"normal",5,12,,,
"PUSH","May 8, 2026, 1:27 PM","May 8, 2026, 2:12 PM","","Lateral Raise (Dumbbell)",,"",2,"normal",5,10,,,
"PUSH","May 8, 2026, 1:27 PM","May 8, 2026, 2:12 PM","","Skullcrusher (Dumbbell)",,"",0,"normal",7.5,12,,,
"PUSH","May 8, 2026, 1:27 PM","May 8, 2026, 2:12 PM","","Skullcrusher (Dumbbell)",,"",1,"normal",7.5,12,,,
"PUSH","May 8, 2026, 1:27 PM","May 8, 2026, 2:12 PM","","Skullcrusher (Dumbbell)",,"",2,"normal",7.5,12,,,
"LEGS","May 7, 2026, 1:19 PM","May 7, 2026, 1:54 PM","","Squat (Barbell)",,"",0,"normal",20,12,,,
"LEGS","May 7, 2026, 1:19 PM","May 7, 2026, 1:54 PM","","Squat (Barbell)",,"",1,"normal",20,12,,,
"LEGS","May 7, 2026, 1:19 PM","May 7, 2026, 1:54 PM","","Squat (Barbell)",,"",2,"normal",20,12,,,
"LEGS","May 7, 2026, 1:19 PM","May 7, 2026, 1:54 PM","","Bulgarian Split Squat",,"",0,"normal",5,10,,,
"LEGS","May 7, 2026, 1:19 PM","May 7, 2026, 1:54 PM","","Bulgarian Split Squat",,"",1,"normal",5,10,,,
"LEGS","May 7, 2026, 1:19 PM","May 7, 2026, 1:54 PM","","Bulgarian Split Squat",,"",2,"normal",5,10,,,
"LEGS","May 7, 2026, 1:19 PM","May 7, 2026, 1:54 PM","","Standing Calf Raise",,"",0,"normal",,12,,,
"LEGS","May 7, 2026, 1:19 PM","May 7, 2026, 1:54 PM","","Standing Calf Raise",,"",1,"normal",,12,,,
"LEGS","May 7, 2026, 1:19 PM","May 7, 2026, 1:54 PM","","Standing Calf Raise",,"",2,"normal",,12,,,
"LEGS","May 7, 2026, 1:19 PM","May 7, 2026, 1:54 PM","","Seated Calf Raise",,"",0,"normal",20,12,,,
"LEGS","May 7, 2026, 1:19 PM","May 7, 2026, 1:54 PM","","Seated Calf Raise",,"",1,"normal",20,12,,,
"LEGS","May 7, 2026, 1:19 PM","May 7, 2026, 1:54 PM","","Seated Calf Raise",,"",2,"normal",20,12,,,
"PULL","May 5, 2026, 12:53 PM","May 5, 2026, 1:22 PM","","Bent Over Row (Barbell)",,"",0,"normal",30,12,,,
"PULL","May 5, 2026, 12:53 PM","May 5, 2026, 1:22 PM","","Bent Over Row (Barbell)",,"",1,"normal",30,12,,,
"PULL","May 5, 2026, 12:53 PM","May 5, 2026, 1:22 PM","","Bent Over Row (Barbell)",,"",2,"normal",30,12,,,
"PULL","May 5, 2026, 12:53 PM","May 5, 2026, 1:22 PM","","Lat Pulldown (Cable)",,"",0,"normal",30,12,,,
"PULL","May 5, 2026, 12:53 PM","May 5, 2026, 1:22 PM","","Lat Pulldown (Cable)",,"",1,"normal",30,12,,,
"PULL","May 5, 2026, 12:53 PM","May 5, 2026, 1:22 PM","","Lat Pulldown (Cable)",,"",2,"normal",30,12,,,
"PULL","May 5, 2026, 12:53 PM","May 5, 2026, 1:22 PM","","Chest Supported Incline Row (Dumbbell)",,"",0,"normal",10,12,,,
"PULL","May 5, 2026, 12:53 PM","May 5, 2026, 1:22 PM","","Chest Supported Incline Row (Dumbbell)",,"",1,"normal",10,12,,,
"PULL","May 5, 2026, 12:53 PM","May 5, 2026, 1:22 PM","","Chest Supported Incline Row (Dumbbell)",,"",2,"normal",10,12,,,
"PULL","May 5, 2026, 12:53 PM","May 5, 2026, 1:22 PM","","Bicep Curl (Barbell)",,"",0,"normal",20,12,,,
"PULL","May 5, 2026, 12:53 PM","May 5, 2026, 1:22 PM","","Bicep Curl (Barbell)",,"",1,"normal",25,8,,,
"PULL","May 5, 2026, 12:53 PM","May 5, 2026, 1:22 PM","","Bicep Curl (Barbell)",,"",2,"normal",25,8,,,
"PULL","May 5, 2026, 12:53 PM","May 5, 2026, 1:22 PM","","Face Pull",,"",0,"normal",7.5,12,,,
"PULL","May 5, 2026, 12:53 PM","May 5, 2026, 1:22 PM","","Face Pull",,"",1,"normal",10,8,,,
"PULL","May 5, 2026, 12:53 PM","May 5, 2026, 1:22 PM","","Face Pull",,"",2,"normal",10,10,,,
"PUSH","May 4, 2026, 1:59 PM","May 4, 2026, 2:40 PM","First day back","Incline Bench Press (Barbell)",,"",0,"normal",20,12,,,
"PUSH","May 4, 2026, 1:59 PM","May 4, 2026, 2:40 PM","First day back","Incline Bench Press (Barbell)",,"",1,"normal",25,12,,,
"PUSH","May 4, 2026, 1:59 PM","May 4, 2026, 2:40 PM","First day back","Incline Bench Press (Barbell)",,"",2,"normal",30,12,,,
"PUSH","May 4, 2026, 1:59 PM","May 4, 2026, 2:40 PM","First day back","Shoulder Press (Dumbbell)",,"",0,"normal",10,12,,,
"PUSH","May 4, 2026, 1:59 PM","May 4, 2026, 2:40 PM","First day back","Shoulder Press (Dumbbell)",,"",1,"normal",20,12,,,
"PUSH","May 4, 2026, 1:59 PM","May 4, 2026, 2:40 PM","First day back","Shoulder Press (Dumbbell)",,"",2,"normal",20,10,,,
"PUSH","May 4, 2026, 1:59 PM","May 4, 2026, 2:40 PM","First day back","Bench Press (Dumbbell)",,"",0,"normal",20,12,,,
"PUSH","May 4, 2026, 1:59 PM","May 4, 2026, 2:40 PM","First day back","Bench Press (Dumbbell)",,"",1,"normal",20,12,,,
"PUSH","May 4, 2026, 1:59 PM","May 4, 2026, 2:40 PM","First day back","Bench Press (Dumbbell)",,"",2,"normal",20,12,,,
"PUSH","May 4, 2026, 1:59 PM","May 4, 2026, 2:40 PM","First day back","Lateral Raise (Dumbbell)",,"",0,"normal",5,12,,,
"PUSH","May 4, 2026, 1:59 PM","May 4, 2026, 2:40 PM","First day back","Lateral Raise (Dumbbell)",,"",1,"normal",5,11,,,
"PUSH","May 4, 2026, 1:59 PM","May 4, 2026, 2:40 PM","First day back","Lateral Raise (Dumbbell)",,"",2,"normal",5,10,,,
"PUSH","May 4, 2026, 1:59 PM","May 4, 2026, 2:40 PM","First day back","Skullcrusher (Dumbbell)",,"",0,"normal",5,12,,,
"PUSH","May 4, 2026, 1:59 PM","May 4, 2026, 2:40 PM","First day back","Skullcrusher (Dumbbell)",,"",1,"normal",7.5,10,,,
"PUSH","May 4, 2026, 1:59 PM","May 4, 2026, 2:40 PM","First day back","Skullcrusher (Dumbbell)",,"",2,"normal",7.5,10,,,
"PULL","Sep 28, 2025, 6:16 PM","Sep 28, 2025, 7:05 PM","Yeeesshhhhahahgahhahahahahahahshdhgshshd","Pull Up",,"",0,"normal",,5,,,
"PULL","Sep 28, 2025, 6:16 PM","Sep 28, 2025, 7:05 PM","Yeeesshhhhahahgahhahahahahahahshdhgshshd","Pull Up",,"",1,"normal",,4,,,
"PULL","Sep 28, 2025, 6:16 PM","Sep 28, 2025, 7:05 PM","Yeeesshhhhahahgahhahahahahahahshdhgshshd","Pull Up",,"",2,"normal",,2,,,
"PULL","Sep 28, 2025, 6:16 PM","Sep 28, 2025, 7:05 PM","Yeeesshhhhahahgahhahahahahahahshdhgshshd","Pull Up",,"",3,"normal",,1,,,
"PULL","Sep 28, 2025, 6:16 PM","Sep 28, 2025, 7:05 PM","Yeeesshhhhahahgahhahahahahahahshdhgshshd","Bent Over Row (Barbell)",,"",0,"normal",32.5,12,,,
"PULL","Sep 28, 2025, 6:16 PM","Sep 28, 2025, 7:05 PM","Yeeesshhhhahahgahhahahahahahahshdhgshshd","Bent Over Row (Barbell)",,"",1,"normal",35,10,,,
"PULL","Sep 28, 2025, 6:16 PM","Sep 28, 2025, 7:05 PM","Yeeesshhhhahahgahhahahahahahahshdhgshshd","Bent Over Row (Barbell)",,"",2,"normal",35,10,,,
"PULL","Sep 28, 2025, 6:16 PM","Sep 28, 2025, 7:05 PM","Yeeesshhhhahahgahhahahahahahahshdhgshshd","Bent Over Row (Barbell)",,"",3,"normal",35,10,,,
"PULL","Sep 28, 2025, 6:16 PM","Sep 28, 2025, 7:05 PM","Yeeesshhhhahahgahhahahahahahahshdhgshshd","Lat Pulldown (Cable)",,"",0,"normal",40,12,,,
"PULL","Sep 28, 2025, 6:16 PM","Sep 28, 2025, 7:05 PM","Yeeesshhhhahahgahhahahahahahahshdhgshshd","Lat Pulldown (Cable)",,"",1,"normal",40,12,,,
"PULL","Sep 28, 2025, 6:16 PM","Sep 28, 2025, 7:05 PM","Yeeesshhhhahahgahhahahahahahahshdhgshshd","Lat Pulldown (Cable)",,"",2,"normal",40,12,,,
"PULL","Sep 28, 2025, 6:16 PM","Sep 28, 2025, 7:05 PM","Yeeesshhhhahahgahhahahahahahahshdhgshshd","Lat Pulldown (Cable)",,"",3,"normal",40,12,,,
"PULL","Sep 28, 2025, 6:16 PM","Sep 28, 2025, 7:05 PM","Yeeesshhhhahahgahhahahahahahahshdhgshshd","Bicep Curl (Dumbbell)",,"",0,"normal",10,10,,,
"PULL","Sep 28, 2025, 6:16 PM","Sep 28, 2025, 7:05 PM","Yeeesshhhhahahgahhahahahahahahshdhgshshd","Bicep Curl (Dumbbell)",,"",1,"normal",10,10,,,
"PULL","Sep 28, 2025, 6:16 PM","Sep 28, 2025, 7:05 PM","Yeeesshhhhahahgahhahahahahahahshdhgshshd","Bicep Curl (Dumbbell)",,"",2,"normal",10,10,,,
"PULL","Sep 28, 2025, 6:16 PM","Sep 28, 2025, 7:05 PM","Yeeesshhhhahahgahhahahahahahahshdhgshshd","Bicep Curl (Dumbbell)",,"",3,"normal",10,10,,,
"PUSH","Sep 27, 2025, 10:21 AM","Sep 27, 2025, 11:21 AM","","Incline Bench Press (Dumbbell)",,"",0,"normal",20,10,,,
"PUSH","Sep 27, 2025, 10:21 AM","Sep 27, 2025, 11:21 AM","","Incline Bench Press (Dumbbell)",,"",1,"normal",20,10,,,
"PUSH","Sep 27, 2025, 10:21 AM","Sep 27, 2025, 11:21 AM","","Incline Bench Press (Dumbbell)",,"",2,"normal",20,10,,,
"PUSH","Sep 27, 2025, 10:21 AM","Sep 27, 2025, 11:21 AM","","Incline Bench Press (Dumbbell)",,"",3,"normal",20,8,,,
"PUSH","Sep 27, 2025, 10:21 AM","Sep 27, 2025, 11:21 AM","","Overhead Press (Barbell)",,"",0,"normal",32.5,6,,,
"PUSH","Sep 27, 2025, 10:21 AM","Sep 27, 2025, 11:21 AM","","Overhead Press (Barbell)",,"",1,"normal",32.5,6,,,
"PUSH","Sep 27, 2025, 10:21 AM","Sep 27, 2025, 11:21 AM","","Overhead Press (Barbell)",,"",2,"normal",32.5,5,,,
"PUSH","Sep 27, 2025, 10:21 AM","Sep 27, 2025, 11:21 AM","","Overhead Press (Barbell)",,"",3,"normal",32.5,5,,,
"PUSH","Sep 27, 2025, 10:21 AM","Sep 27, 2025, 11:21 AM","","Lateral Raise (Dumbbell)",,"",0,"normal",6,10,,,
"PUSH","Sep 27, 2025, 10:21 AM","Sep 27, 2025, 11:21 AM","","Lateral Raise (Dumbbell)",,"",1,"normal",6,10,,,
"PUSH","Sep 27, 2025, 10:21 AM","Sep 27, 2025, 11:21 AM","","Lateral Raise (Dumbbell)",,"",2,"normal",6,10,,,
"PUSH","Sep 27, 2025, 10:21 AM","Sep 27, 2025, 11:21 AM","","Lateral Raise (Dumbbell)",,"",3,"normal",6,10,,,
"LEGS","Sep 25, 2025, 9:45 AM","Sep 25, 2025, 10:44 AM","","Squat (Barbell)",,"",0,"normal",40,10,,,
"LEGS","Sep 25, 2025, 9:45 AM","Sep 25, 2025, 10:44 AM","","Squat (Barbell)",,"",1,"normal",60,6,,,
"LEGS","Sep 25, 2025, 9:45 AM","Sep 25, 2025, 10:44 AM","","Squat (Barbell)",,"",2,"normal",60,6,,,
"LEGS","Sep 25, 2025, 9:45 AM","Sep 25, 2025, 10:44 AM","","Squat (Barbell)",,"",3,"normal",40,12,,,
"LEGS","Sep 25, 2025, 9:45 AM","Sep 25, 2025, 10:44 AM","","Romanian Deadlift (Barbell)",,"",0,"normal",60,10,,,
"LEGS","Sep 25, 2025, 9:45 AM","Sep 25, 2025, 10:44 AM","","Romanian Deadlift (Barbell)",,"",1,"normal",60,8,,,
"LEGS","Sep 25, 2025, 9:45 AM","Sep 25, 2025, 10:44 AM","","Romanian Deadlift (Barbell)",,"",2,"normal",60,8,,,
"LEGS","Sep 25, 2025, 9:45 AM","Sep 25, 2025, 10:44 AM","","Romanian Deadlift (Barbell)",,"",3,"normal",60,10,,,
"LEGS","Sep 25, 2025, 9:45 AM","Sep 25, 2025, 10:44 AM","","Bulgarian Split Squat",,"",0,"normal",6,8,,,
"LEGS","Sep 25, 2025, 9:45 AM","Sep 25, 2025, 10:44 AM","","Bulgarian Split Squat",,"",1,"normal",6,8,,,
"LEGS","Sep 25, 2025, 9:45 AM","Sep 25, 2025, 10:44 AM","","Bulgarian Split Squat",,"",2,"normal",6,8,,,
"LEGS","Sep 25, 2025, 9:45 AM","Sep 25, 2025, 10:44 AM","","Bulgarian Split Squat",,"",3,"normal",6,8,,,
"PULL","Sep 23, 2025, 9:31 AM","Sep 23, 2025, 10:16 AM","Eat more protein","Pull Up",,"",0,"normal",,5,,,
"PULL","Sep 23, 2025, 9:31 AM","Sep 23, 2025, 10:16 AM","Eat more protein","Pull Up",,"",1,"normal",,4,,,
"PULL","Sep 23, 2025, 9:31 AM","Sep 23, 2025, 10:16 AM","Eat more protein","Pull Up",,"",2,"normal",,3,,,
